Wall time,Step,Value
1745718507.2232873,448,-2006.5999755859375
1745718509.3530157,449,-2006.5999755859375
1745718526.400143,450,-2006.5999755859375
1745718528.5257812,451,-2006.5999755859375
1745718531.076628,452,-2006.5999755859375
1745718548.8277617,453,-2006.5999755859375
1745718563.3882983,454,-2006.5999755859375
1745718564.7241325,455,-2006.5999755859375
1745718567.3822653,456,-2006.5999755859375
1745718590.9504788,457,-2006.5999755859375
1745718614.3386116,458,-2006.5999755859375
1745718640.8544202,459,-2006.5999755859375
1745718660.9156168,460,-2006.5999755859375
1745718664.5535705,461,-2006.5999755859375
1745718668.0173109,462,-2006.5999755859375
1745718683.2647734,463,-2006.5999755859375
1745718684.8092208,464,-2006.5999755859375
1745718710.1748617,465,-2006.5999755859375
1745718732.4950225,466,-2006.5999755859375
1745718753.608903,467,-2006.5999755859375
1745718784.4838479,468,-2006.5999755859375
1745718816.210367,469,-2006.5999755859375
1745718820.2313018,470,-2006.5999755859375
1745718839.6631951,471,-2006.5999755859375
1745718841.1178405,472,-2006.5999755859375
1745718845.575739,473,-2006.5999755859375
1745718866.8228972,474,-2006.5999755859375
1745718890.2972112,475,-2006.5999755859375
1745718893.8476732,476,-2006.5999755859375
1745718898.0243483,477,-2006.5999755859375
1745718902.7054217,478,-2006.5999755859375
1745718933.7570562,479,-2006.5999755859375
1745718935.5629797,480,-2006.5999755859375
1745718953.945115,481,-2006.5999755859375
1745718999.6581929,482,-2006.5999755859375
1745719005.4885159,483,-2006.5999755859375
1745719022.2098255,484,-2006.5999755859375
1745719040.338617,485,-2006.5999755859375
1745719065.4564524,486,-2006.5999755859375
1745719071.6277597,487,-2006.5999755859375
1745719100.5498035,488,-2006.5999755859375
1745719105.6119215,489,-2006.5999755859375
1745719132.6894577,490,-2006.5999755859375
1745719167.3983781,491,-2006.5999755859375
1745719194.1587431,492,-2006.5999755859375
1745719256.5078304,493,-2006.5999755859375
1745719292.7143474,494,-2006.5999755859375
1745719298.7069535,495,-2006.5999755859375
1745719304.7742665,496,-2006.5999755859375
1745719309.6789553,497,-2006.5999755859375
1745719321.0588748,498,-2006.5999755859375
1745719323.1836417,499,-2006.5999755859375
