Wall time,Step,Value
1745703581.7043166,122,-2045.0
1745703681.0747364,123,-2045.0
1745703705.552316,124,-2045.0
1745703706.2283485,125,-2045.0
1745703735.7179482,126,-2045.0
1745703738.750567,127,-2045.0
1745703753.1397648,128,-2045.0
1745703762.4936676,129,-2045.0
1745703764.4503543,130,-2045.0
1745703779.3252647,131,-2045.0
1745703797.916891,132,-2045.0
1745703800.1805785,133,-2045.0
1745703802.9400144,134,-2045.0
1745703805.2595303,135,-2045.0
1745703822.6593158,136,-2045.0
1745703831.840784,137,-2045.0
1745703856.3085086,138,-2045.0
1745703868.2750387,139,-2045.0
1745703870.9443016,140,-2045.0
1745703874.1698647,141,-2045.0
1745703900.7272685,142,-2045.0
1745703910.091787,143,-2045.0
1745703910.7403295,144,-2045.0
1745703955.2178648,145,-2045.0
1745703957.4637458,146,-2045.0
1745703970.901432,147,-2045.0
1745703980.6948233,148,-2045.0
1745703981.3164363,149,-2045.0
1745704002.14727,150,-2045.0
1745704019.3750124,151,-2045.0
1745704021.0398872,152,-2045.0
1745704053.3273838,153,-2045.0
1745704064.9591227,154,-2045.0
1745704082.5914364,155,-2045.0
1745704128.1477451,156,-2045.0
1745704141.2853727,157,-2045.0
1745704150.9527032,158,-2045.0
1745704151.6634617,159,-2045.0
1745704152.327596,160,-2045.0
1745704186.2805738,161,-2045.0
1745704202.2239792,162,-2045.0
1745704246.0942807,163,-2045.0
1745704275.192426,164,-2045.0
1745704313.1223977,165,-2045.0
1745704340.362747,166,-2045.0
1745704340.993302,167,-2045.0
1745704375.513268,168,-2045.0
1745704377.3127258,169,-2045.0
1745704379.4083407,170,-2045.0
1745704421.0848458,171,-2045.0
1745704421.91512,172,-2045.0
1745704437.7149158,173,-2045.0
1745704455.1949646,174,-2045.0
1745704465.9894145,175,-2045.0
1745704466.531367,176,-2045.0
1745704467.1680186,177,-2045.0
1745704481.445069,178,-2045.0
1745704484.8903558,179,-2045.0
1745704509.4380507,180,-2045.0
1745704530.6242912,181,-2045.0
1745704550.8475013,182,-2045.0
1745704565.5848742,183,-2045.0
1745704584.0792415,184,-2045.0
1745704599.4531393,185,-2045.0
1745704602.690891,186,-2045.0
1745704612.4660547,187,-2045.0
1745704613.1774967,188,-2045.0
1745704624.1115286,189,-2045.0
1745704625.5574129,190,-2045.0
1745704643.526405,191,-2045.0
1745704721.2348678,192,-2045.0
1745704723.895218,193,-2045.0
1745704726.1505575,194,-2045.0
1745704757.2364316,195,-2045.0
1745704757.9358392,196,-2045.0
1745704779.1332097,197,-2045.0
1745704780.9758956,198,-2045.0
1745704797.7013662,199,-2045.0
1745704822.6462064,200,-2045.0
1745704824.9518497,201,-2045.0
1745704827.1353915,202,-2045.0
1745704852.5546503,203,-2045.0
1745704855.5785742,204,-2045.0
1745704859.7916212,205,-2045.0
1745704862.4712124,206,-2045.0
1745704886.265406,207,-2045.0
1745704891.3049753,208,-2045.0
1745704893.9057932,209,-2045.0
1745704913.01014,210,-2031.0
1745704934.7160027,211,-2031.0
1745704939.2044244,212,-2031.0
1745704942.294465,213,-2031.0
1745704945.7903776,214,-2031.0
1745704962.807372,215,-2031.0
1745704964.9468007,216,-2031.0
1745704968.4492118,217,-2031.0
1745705000.0502548,218,-2031.0
1745705045.7158449,219,-2031.0
1745705055.6761017,220,-2031.0
1745705072.462353,221,-2031.0
1745705084.574464,222,-2031.0
1745705101.877487,223,-2031.0
1745705158.608207,224,-2031.0
1745705160.816467,225,-2031.0
1745705164.7215834,226,-2031.0
1745705183.064055,227,-2031.0
1745705185.9509363,228,-2031.0
1745705215.843212,229,-2031.0
1745705283.3554833,230,-2031.0
1745705300.5974178,231,-2031.0
1745705324.3540964,232,-2031.0
1745705327.3008986,233,-2031.0
1745705349.605335,234,-2031.0
1745705362.0454555,235,-2031.0
1745705364.2420795,236,-2031.0
1745705383.0268943,237,-2031.0
1745705394.3186202,238,-2031.0
1745705397.7846587,239,-2031.0
1745705419.645003,240,-2031.0
1745705424.0300875,241,-2031.0
1745705441.9872432,242,-2031.0
1745705445.7506404,243,-2031.0
1745705449.0262706,244,-2031.0
1745705475.8648949,245,-2031.0
1745705476.5768044,246,-2031.0
1745705493.0742407,247,-2031.0
1745705503.5978372,248,-2031.0
1745705513.0635054,249,-2031.0
1745705535.7478573,250,-2031.0
1745705566.7550418,251,-2031.0
1745705585.0733404,252,-2031.0
1745705588.039901,253,-2031.0
1745705599.377704,254,-2031.0
1745705608.2330298,255,-2031.0
1745705625.0613022,256,-2031.0
1745705628.4829273,257,-2031.0
1745705660.6637084,258,-2031.0
1745705665.457348,259,-2031.0
1745705683.2772362,260,-2031.0
1745705687.6065474,261,-2031.0
1745705690.866324,262,-2031.0
1745705700.063704,263,-2031.0
1745705700.774422,264,-2031.0
1745705716.6442678,265,-2031.0
1745705719.229065,266,-2031.0
1745705738.8957925,267,-2031.0
1745705743.8218992,268,-2031.0
1745705764.9145691,269,-2031.0
1745705794.3884354,270,-2031.0
1745705797.9480214,271,-2031.0
1745705800.7758589,272,-2031.0
1745705803.7992933,273,-2031.0
1745705819.4101796,274,-2031.0
1745705852.146927,275,-2031.0
1745705864.9122486,276,-2031.0
1745705897.6725655,277,-2031.0
1745705920.5151124,278,-2031.0
1745705923.280725,279,-2031.0
1745705927.9722962,280,-2031.0
1745705930.5952978,281,-2031.0
1745705954.6167052,282,-2031.0
1745705958.0256999,283,-2031.0
1745705961.00652,284,-2031.0
1745705965.4935994,285,-2031.0
1745705976.177012,286,-2031.0
1745706000.9538355,287,-2031.0
1745706004.1716058,288,-2031.0
1745706007.4752393,289,-2031.0
1745706033.4617352,290,-2031.0
